product_id,product_name,product_old_image,candidate_rank,candidate_file,score
25,"Machine Learning Foundations",/Assets/Images/products/product_25_manmohan_singh_83aefvhhbwg_unsplash.jpg,2,isaac-LN6uJYnxQ5g-unsplash.jpg,30.24
25,"Machine Learning Foundations",/Assets/Images/products/product_25_manmohan_singh_83aefvhhbwg_unsplash.jpg,3,xavier-cee-4SnD6GIxGgY-unsplash.jpg,28.92
25,"Machine Learning Foundations",/Assets/Images/products/product_25_manmohan_singh_83aefvhhbwg_unsplash.jpg,4,ana-catalina-gzz-oWlB-aOBAnY-unsplash.jpg,28.86
25,"Machine Learning Foundations",/Assets/Images/products/product_25_manmohan_singh_83aefvhhbwg_unsplash.jpg,5,savernake-knives-f4jl2ezowuM-unsplash.jpg,28.86
26,"Lampe de Bureau LED Ajustable",/Assets/Images/products/product_26_nimble_made_gdebknrytd4_unsplash.jpg,1,nimble-made-GDebkNryTd4-unsplash.jpg,24.67
26,"Lampe de Bureau LED Ajustable",/Assets/Images/products/product_26_nimble_made_gdebknrytd4_unsplash.jpg,2,robert-levonyan-XB93BUnJtqA-unsplash.jpg,21.79
26,"Lampe de Bureau LED Ajustable",/Assets/Images/products/product_26_nimble_made_gdebknrytd4_unsplash.jpg,3,kofi-nartey-SHEUuUAZrDE-unsplash.jpg,20.83
26,"Lampe de Bureau LED Ajustable",/Assets/Images/products/product_26_nimble_made_gdebknrytd4_unsplash.jpg,4,lala-azizli-4SutVTJ6Rv4-unsplash.jpg,20.83
26,"Lampe de Bureau LED Ajustable",/Assets/Images/products/product_26_nimble_made_gdebknrytd4_unsplash.jpg,5,russell-moore-Dfk3z6fDN84-unsplash.jpg,20.67
27,"Plante Monstera Artificielle",/Assets/Images/products/product_27_patrick_martin_umlt0bviaek_unsplash.jpg,1,patrick-martin-UMlT0bviaek-unsplash.jpg,26.29
27,"Plante Monstera Artificielle",/Assets/Images/products/product_27_patrick_martin_umlt0bviaek_unsplash.jpg,2,rille-camera-strap-yCuatMlaAoo-unsplash.jpg,25.6
27,"Plante Monstera Artificielle",/Assets/Images/products/product_27_patrick_martin_umlt0bviaek_unsplash.jpg,3,Gemini_Generated_Image_v9v6fcv9v6fcv9v6.png,21.5
27,"Plante Monstera Artificielle",/Assets/Images/products/product_27_patrick_martin_umlt0bviaek_unsplash.jpg,4,Gemini_Generated_Image_3c63y13c63y13c63.png,19.71
27,"Plante Monstera Artificielle",/Assets/Images/products/product_27_patrick_martin_umlt0bviaek_unsplash.jpg,5,andrey-matveev-8xQZ3ptI-2I-unsplash.jpg,12.19
28,"Miroir Mural Dor?? Octagonal",/Assets/Images/products/product_28_ana_catalina_gzz_owlb_aobany_unsplash.jpg,1,arno-senoner-oCXVxwTFwqE-unsplash.jpg,23.37
28,"Miroir Mural Dor?? Octagonal",/Assets/Images/products/product_28_ana_catalina_gzz_owlb_aobany_unsplash.jpg,2,sherif-maliqi-uG7MO427TEI-unsplash.jpg,22.71
28,"Miroir Mural Dor?? Octagonal",/Assets/Images/products/product_28_ana_catalina_gzz_owlb_aobany_unsplash.jpg,3,ana-catalina-gzz-oWlB-aOBAnY-unsplash.jpg,22.29
28,"Miroir Mural Dor?? Octagonal",/Assets/Images/products/product_28_ana_catalina_gzz_owlb_aobany_unsplash.jpg,4,aboodi-vesakaran-DWrtRV5JbsU-unsplash.jpg,22.01
28,"Miroir Mural Dor?? Octagonal",/Assets/Images/products/product_28_ana_catalina_gzz_owlb_aobany_unsplash.jpg,5,robert-levonyan-XB93BUnJtqA-unsplash.jpg,21.86
29,"??tag??res Flottantes Design",/Assets/Images/products/product_29_aboodi_vesakaran_dwrtrv5jbsu_unsplash.jpg,1,ricardo-resende-JyJi3iNXz6s-unsplash.jpg,25.23
29,"??tag??res Flottantes Design",/Assets/Images/products/product_29_aboodi_vesakaran_dwrtrv5jbsu_unsplash.jpg,2,thai-nguyen-ylqeFa_-PvA-unsplash.jpg,25.09
29,"??tag??res Flottantes Design",/Assets/Images/products/product_29_aboodi_vesakaran_dwrtrv5jbsu_unsplash.jpg,3,aboodi-vesakaran-DWrtRV5JbsU-unsplash.jpg,23.68
29,"??tag??res Flottantes Design",/Assets/Images/products/product_29_aboodi_vesakaran_dwrtrv5jbsu_unsplash.jpg,4,savernake-knives-f4jl2ezowuM-unsplash.jpg,23.68
29,"??tag??res Flottantes Design",/Assets/Images/products/product_29_aboodi_vesakaran_dwrtrv5jbsu_unsplash.jpg,5,fashion-needles-bFzNGTK4TxM-unsplash.jpg,23.26
30,"Fauteuil Lounge Scandinave",/Assets/Images/products/product_30_sherif_maliqi_ug7mo427tei_unsplash.jpg,1,sherif-maliqi-uG7MO427TEI-unsplash.jpg,25.53
30,"Fauteuil Lounge Scandinave",/Assets/Images/products/product_30_sherif_maliqi_ug7mo427tei_unsplash.jpg,2,kofi-nartey-SHEUuUAZrDE-unsplash.jpg,25.06
30,"Fauteuil Lounge Scandinave",/Assets/Images/products/product_30_sherif_maliqi_ug7mo427tei_unsplash.jpg,3,swabdesign-JwZ3GhXo8g4-unsplash.jpg,23.46
30,"Fauteuil Lounge Scandinave",/Assets/Images/products/product_30_sherif_maliqi_ug7mo427tei_unsplash.jpg,4,karsten-winegeart-7uFbY4uhiUk-unsplash.jpg,22.96
30,"Fauteuil Lounge Scandinave",/Assets/Images/products/product_30_sherif_maliqi_ug7mo427tei_unsplash.jpg,5,daniel-hay-O703kpzIsQI-unsplash.jpg,22.82
31,"Tapis Persan Premium",/Assets/Images/products/product_31_puscas_adryan_kpwmh_9otg4_unsplash.jpg,1,puscas-adryan-kpwmh_9OtG4-unsplash.jpg,26.93
